losses_train,losses_val,acces_train,acces_val
1.0,1.0,0.0,0.0
1.9273763552260474,1.8565576208962336,0.2593184888553315,0.2962962862045046
1.7615230249139828,1.649722655614217,0.3141640611349965,0.3690475584968688
1.6439669799690428,1.746981560237824,0.3555643002446086,0.3306879013303726
1.523075852816859,1.3971644618681498,0.3903086604401707,0.42063504173642113
1.418008418128894,1.305729643693046,0.4287806014283397,0.4828042227124411
1.2577281255310717,1.118195819653689,0.49014901353147466,0.5568782261439732
1.0688136827450592,1.015316418179917,0.5809371021989816,0.5992064097570995
1.0217697937934163,0.9604061933618689,0.6064963051305411,0.6177248879084511
0.9891151149337665,0.9499456397597752,0.6232692243192143,0.6097884405226934
0.968932079335752,0.9404700512273444,0.6289935127233925,0.6164021567692832
0.9579905178695441,0.9246311256632446,0.6283277322689946,0.6309525020538814
0.9531050404420676,0.9653851314196511,0.6296590006770417,0.603174542623853
0.9648794924584441,0.9298081358392087,0.6265973465892073,0.6230159335666232
0.9419081401520263,0.9096346774567214,0.6413736069164337,0.6388889494396391
0.9459811553311425,0.9032518042044507,0.6392437627140325,0.644179934547061
0.941514832000382,0.9161815786113342,0.6351170646496855,0.637566157749721
0.9517901276056759,0.9235285020595978,0.6348506452176518,0.6322752331930493
0.9502889618706017,0.9217555038335304,0.6393767530544878,0.6283069792247954
0.9511040725742286,0.9318560834914918,0.6393771430554862,0.6243386647057911
0.943620045392658,0.9383821001660729,0.6351171621499351,0.6177249484592013
0.956225657710633,0.9134540885450348,0.6291266980643471,0.6481482490660653
0.9495800785458507,0.9287864046969584,0.6344513816955372,0.6296297103639633
0.9509288828117779,0.9142558147450761,0.6268633272701178,0.6309524415031312
0.9536688619147474,0.9053968784828035,0.631523205449406,0.6402117411295573
