losses_train,losses_val,acces_train,acces_val
1.0,1.0,0.0,0.0
1.3928099927301028,1.2928941543355132,0.3376511753326047,0.4015150648174864
1.2038063624156363,1.075656413580432,0.4527923109617875,0.5239899953206381
1.2624542005424466,1.2330266264351932,0.4133561946361588,0.4861112074418501
1.007399596286767,1.042063001430396,0.5627517304889896,0.5732321883692886
0.9225852229022816,1.0646325675488422,0.6047783359138871,0.5353535738858309
0.9062145630827428,1.0247218776494265,0.6093840129634877,0.5770202405524977
0.9095134330537036,1.0294268422506072,0.6079445741748974,0.5795453967470111
0.8943518397103937,1.072748796675693,0.6116871150252321,0.5606060028076172
0.9064699914274232,0.9729581646847002,0.6168680932237695,0.6325756419788707
0.9152495827596628,1.0753968752017526,0.6119747919533949,0.5252524867202296
0.9228738258127928,1.011987001155362,0.6013238409434369,0.5871212699196555
0.9094627991653272,1.0066082128746945,0.6128380335674385,0.5744950265595408
0.9036964786485068,0.9734761657362636,0.6137020657923143,0.6212121212121212
0.9805322971471644,0.9554253239749056,0.584916610586005,0.5858587207216205
0.7584484818685858,0.8511609580142029,0.701496921466834,0.5555555748217034
0.6683615437597809,0.8741593405209256,0.7299950159893135,0.5555555748217034
0.8288504004941704,0.8527189136454554,0.6635004284056563,0.6944445407751835
0.6792535684063439,0.7880685462362387,0.7227984018276392,0.6136364792332505
0.7130836804682109,1.1161706902538284,0.7107081174438687,0.5972224148837003
0.5669204366613753,0.7596433114006438,0.7725972915148693,0.6212121790105646
0.4805295187497386,0.7412803091645015,0.8157752371410838,0.6452021165327593
0.4791274730933247,0.7001178570261056,0.81519935621087,0.6969698703650272
0.4711571827994109,0.7190722181377086,0.8166387949994602,0.6843436270049124
0.633035139690615,0.7701888439019747,0.7464019828098014,0.7108583161325166
0.4701454460826768,0.7456156381010783,0.8189415808168717,0.6717170946525804
0.3962396175338402,0.7136363622196245,0.8531961655163807,0.6982324195630623
0.5338971134732012,0.9604227776554498,0.7930348977729652,0.6085859934488932
0.3761089439527976,0.7638204227462693,0.857513691271319,0.6893939971923828
0.3124636650915436,0.7517240530402033,0.8834207432669473,0.7070708419337417
0.4763176234500138,0.7370128828862851,0.81519935621087,0.7613636363636364
0.31272476722384984,0.7037205696705673,0.8805419183971557,0.7159093221028646
0.25839757470378655,0.6746480856937441,0.9070244823712759,0.7474747860070431
0.25868404539228,0.6856728951891207,0.9055853598270186,0.7411618088230942
0.2526649018694906,0.6849556294495635,0.9096153667759607,0.737373872236772
0.24968243819952576,0.7020087873273896,0.9116301594208766,0.7297982302579012
0.2580241634717954,0.6822081498773487,0.9110547001497733,0.7474749594023733
0.26130232227634836,0.6895361281508072,0.9087517035028065,0.7462121790105646
0.25312316317966976,0.7026879676427185,0.9119175201047064,0.7272730162649443
0.2511871935886577,0.6732206512912826,0.9078881456444301,0.744949687610973
0.2523713093958731,0.6916654805448188,0.9061608190981217,0.7676769025398024
0.2494664111549424,0.6631710123143751,0.909327373603465,0.7512627803918087
0.2538725648699441,0.7210143465852139,0.9084634995007557,0.7234850218801787
0.25991125956229183,0.699285157003694,0.9050093734820273,0.710858778520064
0.24764568660736394,0.6532322432718832,0.9067365946135578,0.7563132083777225
0.2651908402162281,0.6916299009392264,0.9078882510592077,0.7272729006680575
0.23983753349033662,0.6854011514964937,0.9116302648356541,0.7449497454094164
0.25287660248641936,0.7106829546638905,0.9064486014410622,0.7260102936715791
0.25853786949190555,0.6919992861662512,0.9116302648356541,0.737373872236772
0.25548918707061413,0.6889514761913399,0.9127813942074158,0.7525253295898438
0.2570740270487874,0.6868152501005115,0.9055852544122409,0.7449496298125295
0.24592956559272525,0.678874276610176,0.9133572751376295,0.7449496298125295
0.2589038972757332,0.7107588317894349,0.9070238498826101,0.7247476288766572
0.24534118776121186,0.6951688653330855,0.9119176255194841,0.7436869072191643
